Sample in Buffer,Sample in Window,TRIGGER,data_out_valid,data_out_Q[15:0],data_out_I[15:0],out_valid,div[15:0],yq[17:0],yi[17:0],fir_data_Q[15:0],fir_data_I[15:0],adc_valid,adc_data_q1[11:0],adc_data_i1[11:0],w[15:0],e[15:0],u[15:0],fifo3_data_Q[15:0],fifo3_data_I[8:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,SIGNED,HEX
214,214,0,0,-4811,-4460,1,1961,-19390,-13646,-1647,-16841,0,1069,-1294,16360,0,31036,-12747,011
215,215,0,0,-4811,-4460,1,1961,-19390,-13646,-6876,-15734,1,1249,-1037,16360,0,31036,-12747,011
216,216,0,0,-4811,-4460,1,1961,-19390,-13646,-6876,-15734,0,1249,-1037,16360,0,31036,-12747,011
217,217,0,1,-4811,-4460,0,1961,-19390,-13646,-11795,-14749,1,1348,-698,16360,-3920,31132,-3797,0c9
218,218,0,0,-4811,-4460,0,1961,-19390,-13646,-11795,-14749,0,1348,-698,16360,-3920,31132,-3797,0c9
219,219,0,0,-4053,4399,0,1961,-19390,-13646,-16010,-14077,1,1361,-285,16360,-3920,31132,-3797,0c9
220,220,0,0,-4053,4399,0,1961,-19390,-13646,-16010,-14077,0,1361,-285,16360,-3920,31132,-3797,0c9
221,221,0,0,-4053,4399,0,1961,-16500,-12697,-19245,-13823,1,1297,173,16368,0,31132,5733,1cb
222,222,0,0,-4053,4399,0,1961,-16500,-12697,-19245,-13823,0,1297,173,16368,0,31132,5733,1cb
223,223,0,0,-4053,4399,0,1961,-16500,-12697,-21364,-13994,1,1183,620,16368,0,31132,5733,1cb
224,224,0,0,-4053,4399,0,1961,-16500,-12697,-21364,-13994,0,1183,620,16368,0,31132,5733,1cb
225,225,0,0,-4053,4399,0,1961,-16500,-12697,-22376,-14496,1,1058,991,16368,0,31228,12311,155
226,226,0,0,-4053,4399,0,1961,-16500,-12697,-22376,-14496,0,1058,991,16368,0,31228,12311,155
227,227,0,0,-4053,4399,0,1961,-16500,-12697,-22415,-15149,1,960,1233,16368,0,31228,12311,155
228,228,0,0,-4053,4399,0,1961,-16500,-12697,-22415,-15149,0,960,1233,16368,0,31228,12311,155
229,229,0,0,-4053,4399,1,1961,-16500,-12697,-21711,-15721,1,919,1316,16368,-1926,31228,13194,1a7
230,230,0,0,-4053,4399,1,1961,-16500,-12697,-21711,-15721,0,919,1316,16368,-1926,31228,13194,1a7
231,231,0,0,-4053,4399,1,1961,-16500,-12697,-20543,-15956,1,946,1223,16368,-1926,31228,13194,1a7
232,232,0,0,-4053,4399,1,1961,-16500,-12697,-20543,-15956,0,946,1223,16368,-1926,31228,13194,1a7
233,233,0,1,-4053,4399,0,1961,-16500,-12697,-19195,-15624,1,1030,954,16368,-1926,31292,7867,013
234,234,0,0,-4053,4399,0,1961,-16500,-12697,-19195,-15624,0,1030,954,16368,-1926,31292,7867,013
235,235,0,0,4412,-4824,0,1961,-16500,-12697,-17913,-14546,1,1141,527,16368,-1926,31292,7867,013
236,236,0,0,4412,-4824,0,1961,-16500,-12697,-17913,-14546,0,1141,527,16368,-1926,31292,7867,013
237,237,0,0,4412,-4824,0,1961,-16112,18228,-16873,-12626,1,1237,-2,16376,0,31292,-1647,037
238,238,0,0,4412,-4824,0,1961,-16112,18228,-16873,-12626,0,1237,-2,16376,0,31292,-1647,037
239,239,0,0,4412,-4824,0,1961,-16112,18228,-16167,-9862,1,1279,-542,16376,0,31292,-1647,037
240,240,0,0,4412,-4824,0,1961,-16112,18228,-16167,-9862,0,1279,-542,16376,0,31292,-1647,037
241,241,0,0,4412,-4824,0,1961,-16112,18228,-15799,-6344,1,1253,-1003,16376,0,31356,-11795,063
242,242,0,0,4412,-4824,0,1961,-16112,18228,-15799,-6344,0,1253,-1003,16376,0,31356,-11795,063
243,243,0,0,4412,-4824,0,1961,-16112,18228,-15698,-2240,1,1167,-1320,16376,0,31356,-11795,063
244,244,0,0,4412,-4824,0,1961,-16112,18228,-15698,-2240,0,1167,-1320,16376,0,31356,-11795,063
245,245,0,0,4412,-4824,1,1961,-16112,18228,-15748,2222,1,1041,-1469,16376,0,31356,-19245,001
246,246,0,0,4412,-4824,1,1961,-16112,18228,-15748,2222,0,1041,-1469,16376,0,31356,-19245,001
247,247,0,0,4412,-4824,1,1961,-16112,18228,-15811,6785,1,885,-1445,16376,0,31356,-19245,001
248,248,0,0,4412,-4824,1,1961,-16112,18228,-15811,6785,0,885,-1445,16376,0,31356,-19245,001
249,249,0,1,4412,-4824,0,1961,-16112,18228,-15769,11191,1,690,-1231,16376,-26204,31388,-22376,160
250,250,0,0,4412,-4824,0,1961,-16112,18228,-15769,11191,0,690,-1231,16376,-26204,31388,-22376,160
251,251,0,0,-5122,4548,0,1961,-16112,18228,-15544,15197,1,441,-822,16376,-26204,31388,-22376,160
252,252,0,0,-5122,4548,0,1961,-16112,18228,-15544,15197,0,441,-822,16376,-26204,31388,-22376,160
253,253,0,0,-5122,4548,0,1961,-13205,13800,-15121,18597,1,141,-258,16281,0,31388,-21711,097
254,254,0,0,-5122,4548,0,1961,-13205,13800,-15121,18597,0,141,-258,16281,0,31388,-21711,097
255,255,0,0,-5122,4548,0,1961,-13205,13800,-14549,21230,1,-180,356,16281,0,31388,-21711,097
256,256,0,0,-5122,4548,0,1961,-13205,13800,-14549,21230,0,-180,356,16281,0,31388,-21711,097
257,257,0,0,-5122,4548,0,1961,-13205,13800,-13940,22981,1,-475,891,16281,0,31420,-19195,0f8
258,258,0,0,-5122,4548,0,1961,-13205,13800,-13940,22981,0,-475,891,16281,0,31420,-19195,0f8
259,259,0,0,-5122,4548,0,1961,-13205,13800,-13443,23782,1,-719,1259,16281,0,31420,-19195,0f8
260,260,0,0,-5122,4548,0,1961,-13205,13800,-13443,23782,0,-719,1259,16281,0,31420,-19195,0f8
261,261,0,0,-5122,4548,1,1961,-13205,13800,-13217,23606,1,-920,1434,16281,16338,31420,-16873,0ae
262,262,0,0,-5122,4548,1,1961,-13205,13800,-13217,23606,0,-920,1434,16281,16338,31420,-16873,0ae
263,263,0,0,-5122,4548,1,1961,-13205,13800,-13399,22470,1,-1101,1431,16281,16338,31420,-16873,0ae
264,264,0,0,-5122,4548,1,1961,-13205,13800,-13399,22470,0,-1101,1431,16281,16338,31420,-16873,0ae
265,265,0,1,-5122,4548,0,1961,-13205,13800,-14074,20426,1,-1272,1271,16281,5868,31832,-15799,138
266,266,0,0,-5122,4548,0,1961,-13205,13800,-14074,20426,0,-1272,1271,16281,5868,31832,-15799,138
267,267,0,0,-4214,-5439,0,1961,-13205,13800,-15247,17568,1,-1422,979,16281,5868,31832,-15799,138
268,268,0,0,-4214,-5439,0,1961,-13205,13800,-15247,17568,0,-1422,979,16281,5868,31832,-15799,138
269,269,0,0,-4214,-5439,0,1961,13411,-17442,-16828,14025,1,-1529,587,16406,0,31832,-15748,0ae
270,270,0,0,-4214,-5439,0,1961,13411,-17442,-16828,14025,0,-1529,587,16406,0,31832,-15748,0ae
271,271,0,0,-4214,-5439,0,1961,13411,-17442,-18633,9963,1,-1572,145,16406,0,31832,-15748,0ae
272,272,0,0,-4214,-5439,0,1961,13411,-17442,-18633,9963,0,-1572,145,16406,0,31832,-15748,0ae
273,273,0,0,-4214,-5439,0,1961,13411,-17442,-20400,5580,1,-1540,-295,16406,0,32244,-15769,1b7
274,274,0,0,-4214,-5439,0,1961,13411,-17442,-20400,5580,0,-1540,-295,16406,0,32244,-15769,1b7
275,275,0,0,-4214,-5439,0,1961,13411,-17442,-21816,1095,1,-1430,-689,16406,0,32244,-15769,1b7
276,276,0,0,-4214,-5439,0,1961,13411,-17442,-21816,1095,0,-1430,-689,16406,0,32244,-15769,1b7
277,277,0,0,-4214,-5439,1,1961,13411,-17442,-22561,-3262,1,-1256,-1015,16406,-3386,32244,-15121,0a5
278,278,0,0,-4214,-5439,1,1961,13411,-17442,-22561,-3262,0,-1256,-1015,16406,-3386,32244,-15121,0a5
279,279,0,0,-4214,-5439,1,1961,13411,-17442,-22354,-7273,1,-1032,-1266,16406,-3386,32244,-15121,0a5
280,280,0,0,-4214,-5439,1,1961,13411,-17442,-22354,-7273,0,-1032,-1266,16406,-3386,32244,-15121,0a5
281,281,0,1,-4214,-5439,0,1961,13411,-17442,-21000,-10748,1,-766,-1447,16406,-3386,32156,-13940,1c5
282,282,0,0,-4214,-5439,0,1961,13411,-17442,-21000,-10748,0,-766,-1447,16406,-3386,32156,-13940,1c5
283,283,0,0,-4721,-3903,0,1961,13411,-17442,-18422,-13548,1,-465,-1564,16406,-3386,32156,-13940,1c5
284,284,0,0,-4721,-3903,0,1961,13411,-17442,-18422,-13548,0,-465,-1564,16406,-3386,32156,-13940,1c5
285,285,0,0,-4721,-3903,0,1961,-19073,-13807,-14692,-15600,1,-141,-1623,16370,0,32156,-13217,036
286,286,0,0,-4721,-3903,0,1961,-19073,-13807,-14692,-15600,0,-141,-1623,16370,0,32156,-13217,036
287,287,0,0,-4721,-3903,0,1961,-19073,-13807,-10028,-16908,1,183,-1626,16370,0,32156,-13217,036
288,288,0,0,-4721,-3903,0,1961,-19073,-13807,-10028,-16908,0,183,-1626,16370,0,32156,-13217,036
289,289,0,0,-4721,-3903,0,1961,-19073,-13807,-4782,-17548,1,483,-1575,16370,0,32068,-14074,1ca
290,290,0,0,-4721,-3903,0,1961,-19073,-13807,-4782,-17548,0,483,-1575,16370,0,32068,-14074,1ca
291,291,0,0,-4721,-3903,0,1961,-19073,-13807,595,-17659,1,746,-1465,16370,0,32068,-14074,1ca
292,292,0,0,-4721,-3903,0,1961,-19073,-13807,595,-17659,0,746,-1465,16370,0,32068,-14074,1ca
293,293,0,0,-4721,-3903,1,1961,-19073,-13807,5604,-17423,1,968,-1292,16370,0,32068,-16828,0c9
294,294,0,0,-4721,-3903,1,1961,-19073,-13807,5604,-17423,0,968,-1292,16370,0,32068,-16828,0c9
295,295,0,0,-4721,-3903,1,1961,-19073,-13807,9758,-17031,1,1146,-1048,16370,0,32068,-16828,0c9
296,296,0,0,-4721,-3903,1,1961,-19073,-13807,9758,-17031,0,1146,-1048,16370,0,32068,-16828,0c9
297,297,0,1,-4721,-3903,0,1961,-19073,-13807,12641,-16659,1,1276,-724,16370,-4768,32124,-20400,1cc
298,298,0,0,-4721,-3903,0,1961,-19073,-13807,12641,-16659,0,1276,-724,16370,-4768,32124,-20400,1cc
299,299,0,0,-4059,4096,0,1961,-19073,-13807,13959,-16441,1,1348,-324,16370,-4768,32124,-20400,1cc
300,300,0,0,-4059,4096,0,1961,-19073,-13807,13959,-16441,0,1348,-324,16370,-4768,32124,-20400,1cc
301,301,0,0,-4059,4096,0,1961,-16919,-12799,13579,-16441,1,1360,125,16365,0,32124,-22561,142
302,302,0,0,-4059,4096,0,1961,-16919,-12799,13579,-16441,0,1360,125,16365,0,32124,-22561,142
303,303,0,0,-4059,4096,0,1961,-16919,-12799,11543,-16652,1,1315,570,16365,0,32124,-22561,142
304,304,0,0,-4059,4096,0,1961,-16919,-12799,11543,-16652,0,1315,570,16365,0,32124,-22561,142
305,305,0,0,-4059,4096,0,1961,-16919,-12799,8061,-16989,1,1233,951,16365,0,32180,-21000,004
306,306,0,0,-4059,4096,0,1961,-16919,-12799,8061,-16989,0,1233,951,16365,0,32180,-21000,004
307,307,0,0,-4059,4096,0,1961,-16919,-12799,3487,-17310,1,1143,1213,16365,0,32180,-21000,004
308,308,0,0,-4059,4096,0,1961,-16919,-12799,3487,-17310,0,1143,1213,16365,0,32180,-21000,004
309,309,0,0,-4059,4096,1,1961,-16919,-12799,-1730,-17431,1,1070,1324,16365,-1576,32180,-14692,110
310,310,0,0,-4059,4096,1,1961,-16919,-12799,-1730,-17431,0,1070,1324,16365,-1576,32180,-14692,110
311,311,0,0,-4059,4096,1,1961,-16919,-12799,-7101,-17160,1,1025,1262,16365,-1576,32180,-14692,110
312,312,0,0,-4059,4096,1,1961,-16919,-12799,-7101,-17160,0,1025,1262,16365,-1576,32180,-14692,110
313,313,0,1,-4059,4096,0,1961,-16919,-12799,-12153,-16323,1,1004,1020,16365,-1576,32256,-4782,174
314,314,0,0,-4059,4096,0,1961,-16919,-12799,-12153,-16323,0,1004,1020,16365,-1576,32256,-4782,174
315,315,0,0,4368,-4733,0,1961,-16919,-12799,-16485,-14793,1,991,605,16365,-1576,32256,-4782,174
316,316,0,0,4368,-4733,0,1961,-16919,-12799,-16485,-14793,0,991,605,16365,-1576,32256,-4782,174
317,317,0,0,4368,-4733,0,1961,-15145,18500,-19804,-12508,1,969,63,16377,0,32256,5604,1f1
318,318,0,0,4368,-4733,0,1961,-15145,18500,-19804,-12508,0,969,63,16377,0,32256,5604,1f1
319,319,0,0,4368,-4733,0,1961,-15145,18500,-21951,-9485,1,931,-516,16377,0,32256,5604,1f1
320,320,0,0,4368,-4733,0,1961,-15145,18500,-21951,-9485,0,931,-516,16377,0,32256,5604,1f1
321,321,0,0,4368,-4733,0,1961,-15145,18500,-22905,-5816,1,890,-1017,16377,0,32332,12641,0ed
322,322,0,0,4368,-4733,0,1961,-15145,18500,-22905,-5816,0,890,-1017,16377,0,32332,12641,0ed
323,323,0,0,4368,-4733,0,1961,-15145,18500,-22768,-1659,1,868,-1356,16377,0,32332,12641,0ed
324,324,0,0,4368,-4733,0,1961,-15145,18500,-22768,-1659,0,868,-1356,16377,0,32332,12641,0ed
325,325,0,0,4368,-4733,1,1961,-15145,18500,-21742,2775,1,883,-1505,16377,0,32332,13579,1c7
326,326,0,0,4368,-4733,1,1961,-15145,18500,-21742,2775,0,883,-1505,16377,0,32332,13579,1c7
327,327,0,0,4368,-4733,1,1961,-15145,18500,-20089,7249,1,940,-1466,16377,0,32332,13579,1c7
328,328,0,0,4368,-4733,1,1961,-15145,18500,-20089,7249,0,940,-1466,16377,0,32332,13579,1c7
329,329,0,1,4368,-4733,0,1961,-15145,18500,-18099,11519,1,1039,-1244,16377,-14642,32360,8061,1a3
330,330,0,0,4368,-4733,0,1961,-15145,18500,-18099,11519,0,1039,-1244,16377,-14642,32360,8061,1a3
331,331,0,0,-4985,4424,0,1961,-15145,18500,-16051,15355,1,1167,-849,16377,-14642,32360,8061,1a3
332,332,0,0,-4985,4424,0,1961,-15145,18500,-16051,15355,0,1167,-849,16377,-14642,32360,8061,1a3
333,333,0,0,-4985,4424,0,1961,-16749,14200,-14188,18566,1,1289,-328,16326,0,32360,-1730,1e9
334,334,0,0,-4985,4424,0,1961,-16749,14200,-14188,18566,0,1289,-328,16326,0,32360,-1730,1e9
335,335,0,0,-4985,4424,0,1961,-16749,14200,-12698,21004,1,1363,224,16326,0,32360,-1730,1e9
336,336,0,0,-4985,4424,0,1961,-16749,14200,-12698,21004,0,1363,224,16326,0,32360,-1730,1e9
337,337,0,0,-4985,4424,0,1961,-16749,14200,-11710,22576,1,1367,710,16326,0,32388,-12153,03d
338,338,0,0,-4985,4424,0,1961,-16749,14200,-11710,22576,0,1367,710,16326,0,32388,-12153,03d
339,339,0,0,-4985,4424,0,1961,-16749,14200,-11287,23244,1,1307,1067,16326,0,32388,-12153,03d
340,340,0,0,-4985,4424,0,1961,-16749,14200,-11287,23244,0,1307,1067,16326,0,32388,-12153,03d
341,341,0,0,-4985,4424,1,1961,-16749,14200,-11439,23020,1,1198,1269,16326,4858,32388,-19804,124
342,342,0,0,-4985,4424,1,1961,-16749,14200,-11439,23020,0,1198,1269,16326,4858,32388,-19804,124
343,343,0,0,-4985,4424,1,1961,-16749,14200,-12125,21960,1,1045,1310,16326,4858,32388,-19804,124
344,344,0,0,-4985,4424,1,1961,-16749,14200,-12125,21960,0,1045,1310,16326,4858,32388,-19804,124
345,345,0,1,-4985,4424,0,1961,-16749,14200,-13264,20148,1,838,1189,16326,-8676,32620,-22905,148
346,346,0,0,-4985,4424,0,1961,-16749,14200,-13264,20148,0,838,1189,16326,-8676,32620,-22905,148
347,347,0,0,-4347,-5362,0,1961,-16749,14200,-14739,17689,1,557,914,16326,-8676,32620,-22905,148
348,348,0,0,-4347,-5362,0,1961,-16749,14200,-14739,17689,0,557,914,16326,-8676,32620,-22905,148
349,349,0,0,-4347,-5362,0,1961,-14857,-15568,-16403,14691,1,201,517,16350,0,32620,-21742,0d7
350,350,0,0,-4347,-5362,0,1961,-14857,-15568,-16403,14691,0,201,517,16350,0,32620,-21742,0d7
351,351,0,0,-4347,-5362,0,1961,-14857,-15568,-18084,11262,1,-199,55,16350,0,32620,-21742,0d7
352,352,0,0,-4347,-5362,0,1961,-14857,-15568,-18084,11262,0,-199,55,16350,0,32620,-21742,0d7
353,353,0,0,-4347,-5362,0,1961,-14857,-15568,-19590,7499,1,-586,-393,16350,0,32620,-18099,0ff
354,354,0,0,-4347,-5362,0,1961,-14857,-15568,-19590,7499,0,-586,-393,16350,0,32620,-18099,0ff
355,355,0,0,-4347,-5362,0,1961,-14857,-15568,-20723,3493,1,-912,-762,16350,0,32620,-18099,0ff
356,356,0,0,-4347,-5362,0,1961,-14857,-15568,-20723,3493,0,-912,-762,16350,0,32620,-18099,0ff
357,357,0,0,-4347,-5362,1,1961,-14857,-15568,-21291,-671,1,-1158,-1025,16350,0,152,-14188,086
358,358,0,0,-4347,-5362,1,1961,-14857,-15568,-21291,-671,0,-1158,-1025,16350,0,152,-14188,086
359,359,0,0,-4347,-5362,1,1961,-14857,-15568,-21125,-4900,1,-1325,-1197,16350,0,152,-14188,086
360,360,0,0,-4347,-5362,1,1961,-14857,-15568,-21125,-4900,0,-1325,-1197,16350,0,152,-14188,086
361,361,0,1,-4347,-5362,0,1961,-14857,-15568,-20100,-9090,1,-1426,-1302,16350,0,152,-11710,030
362,362,0,0,-4347,-5362,0,1961,-14857,-15568,-20100,-9090,0,-1426,-1302,16350,0,152,-11710,030
363,363,0,0,-4015,-4542,0,1961,-14857,-15568,-18154,-13115,1,-1476,-1358,16350,0,152,-11710,030
364,364,0,0,-4015,-4542,0,1961,-14857,-15568,-18154,-13115,0,-1476,-1358,16350,0,152,-11710,030
365,365,0,0,-4015,-4542,0,1961,-14857,-15568,-15304,-16815,1,-1487,-1379,16350,0,288,-11439,1ec
366,366,0,0,-4015,-4542,0,1961,-14857,-15568,-15304,-16815,0,-1487,-1379,16350,0,288,-11439,1ec
367,367,0,0,-4015,-4542,0,1961,-14857,-15568,-11653,-19998,1,-1463,-1374,16350,0,288,-11439,1ec
368,368,0,0,-4015,-4542,0,1961,-14857,-15568,-11653,-19998,0,-1463,-1374,16350,0,288,-11439,1ec
369,369,0,0,-4015,-4542,0,1961,8186,-16980,-7387,-22450,1,-1406,-1342,16384,0,288,-13264,0b4
370,370,0,0,-4015,-4542,0,1961,8186,-16980,-7387,-22450,0,-1406,-1342,16384,0,288,-13264,0b4
371,371,0,0,-4015,-4542,0,1961,8186,-16980,-2757,-23946,1,-1315,-1270,16384,0,288,-13264,0b4
372,372,0,0,-4015,-4542,0,1961,8186,-16980,-2757,-23946,0,-1315,-1270,16384,0,288,-13264,0b4
373,373,0,0,-4015,-4542,1,1961,8186,-16980,1941,-24282,1,-1185,-1139,16384,0,424,-16403,163
374,374,0,0,-4015,-4542,1,1961,8186,-16980,1941,-24282,0,-1185,-1139,16384,0,424,-16403,163
375,375,0,0,-4015,-4542,1,1961,8186,-16980,6406,-23305,1,-1008,-931,16384,0,424,-16403,163
376,376,0,0,-4015,-4542,1,1961,8186,-16980,6406,-23305,0,-1008,-931,16384,0,424,-16403,163
377,377,0,1,-4015,-4542,0,1961,8186,-16980,10361,-20950,1,-766,-630,16384,9498,424,-19590,14b
378,378,0,0,-4015,-4542,0,1961,8186,-16980,10361,-20950,0,-766,-630,16384,9498,424,-19590,14b
379,379,0,0,4975,-5041,0,1961,8186,-16980,13596,-17272,1,-452,-237,16384,9498,424,-19590,14b
380,380,0,0,4975,-5041,0,1961,8186,-16980,13596,-17272,0,-452,-237,16384,9498,424,-19590,14b
381,381,0,0,4975,-5041,0,1961,8186,-16980,15982,-12465,1,-84,213,16384,-340,424,-21291,161
382,382,0,0,4975,-5041,0,1961,8186,-16980,15982,-12465,0,-84,213,16384,-340,424,-21291,161
383,383,0,0,4975,-5041,0,1961,8186,-16980,17493,-6863,1,295,652,16384,-340,424,-21291,161
384,384,0,0,4975,-5041,0,1961,8186,-16980,17493,-6863,0,295,652,16384,-340,424,-21291,161
385,385,0,0,4975,-5041,0,1961,-22912,-5858,18200,-928,1,634,1005,16382,0,424,-20100,07e
386,386,0,0,4975,-5041,0,1961,-22912,-5858,18200,-928,0,634,1005,16382,0,424,-20100,07e
387,387,0,0,4975,-5041,0,1961,-22912,-5858,18255,4795,1,906,1222,16382,0,424,-20100,07e
388,388,0,0,4975,-5041,0,1961,-22912,-5858,18255,4795,0,906,1222,16382,0,424,-20100,07e
389,389,0,0,4975,-5041,1,1961,-22912,-5858,17868,9732,1,1112,1281,16382,0,424,-15304,051
390,390,0,0,4975,-5041,1,1961,-22912,-5858,17868,9732,0,1112,1281,16382,0,424,-15304,051
391,391,0,0,4975,-5041,1,1961,-22912,-5858,17267,13357,1,1260,1184,16382,0,424,-15304,051
392,392,0,0,4975,-5041,1,1961,-22912,-5858,17267,13357,0,1260,1184,16382,0,424,-15304,051
393,393,0,1,4975,-5041,0,1961,-22912,-5858,16663,15256,1,1349,938,16382,-7134,424,-7387,04e
394,394,0,0,4975,-5041,0,1961,-22912,-5858,16663,15256,0,1349,938,16382,-7134,424,-7387,04e
395,395,0,0,3746,-4109,0,1961,-22912,-5858,16220,15198,1,1363,550,16382,-7134,424,-7387,04e
396,396,0,0,3746,-4109,0,1961,-22912,-5858,16220,15198,0,1363,550,16382,-7134,424,-7387,04e
397,397,0,0,3746,-4109,0,1961,-22912,-5858,16028,13176,1,1286,44,16382,-7134,432,1941,126
398,398,0,0,3746,-4109,0,1961,-22912,-5858,16028,13176,0,1286,44,16382,-7134,432,1941,126
399,399,0,0,3746,-4109,0,1961,-22912,-5858,16094,9423,1,1130,-509,16382,-7134,432,1941,126
400,400,0,0,3746,-4109,0,1961,-22912,-5858,16094,9423,0,1130,-509,16382,-7134,432,1941,126
401,401,0,0,3746,-4109,0,1961,-14152,18629,16343,4394,1,939,-1006,16356,0,432,10361,02a
402,402,0,0,3746,-4109,0,1961,-14152,18629,16343,4394,0,939,-1006,16356,0,432,10361,02a
403,403,0,0,3746,-4109,0,1961,-14152,18629,16637,-1283,1,778,-1356,16356,0,432,10361,02a
404,404,0,0,3746,-4109,0,1961,-14152,18629,16637,-1283,0,778,-1356,16356,0,432,10361,02a
405,405,0,0,3746,-4109,1,1961,-14152,18629,16795,-6885,1,695,-1519,16356,0,440,15982,14f
406,406,0,0,3746,-4109,1,1961,-14152,18629,16795,-6885,0,695,-1519,16356,0,440,15982,14f
407,407,0,0,3746,-4109,1,1961,-14152,18629,16622,-11687,1,712,-1485,16356,0,440,15982,14f
408,408,0,0,3746,-4109,1,1961,-14152,18629,16622,-11687,0,712,-1485,16356,0,440,15982,14f
409,409,0,1,3746,-4109,0,1961,-14152,18629,15947,-15060,1,831,-1253,16356,0,440,18200,060
410,410,0,0,3746,-4109,0,1961,-14152,18629,15947,-15060,0,831,-1253,16356,0,440,18200,060
411,411,0,0,-4801,4240,0,1961,-14152,18629,14638,-16556,1,1030,-834,16356,0,440,18200,060
412,412,0,0,-4801,4240,0,1961,-14152,18629,14638,-16556,0,1030,-834,16356,0,440,18200,060
413,413,0,0,-4801,4240,0,1961,-14152,18629,12629,-15969,1,1257,-285,16356,-12798,552,17868,004
414,414,0,0,-4801,4240,0,1961,-14152,18629,12629,-15969,0,1257,-285,16356,-12798,552,17868,004
415,415,0,0,-4801,4240,0,1961,-14152,18629,9923,-13364,1,1440,291,16356,-12798,552,17868,004
416,416,0,0,-4801,4240,0,1961,-14152,18629,9923,-13364,0,1440,291,16356,-12798,552,17868,004
417,417,0,0,-4801,4240,0,1961,-16454,14614,6594,-9066,1,1523,787,16334,0,552,16663,198
418,418,0,0,-4801,4240,0,1961,-16454,14614,6594,-9066,0,1523,787,16334,0,552,16663,198
419,419,0,0,-4801,4240,0,1961,-16454,14614,2773,-3611,1,1494,1138,16334,0,552,16663,198
420,420,0,0,-4801,4240,0,1961,-16454,14614,2773,-3611,0,1494,1138,16334,0,552,16663,198
421,421,0,0,-4801,4240,1,1961,-16454,14614,-1363,2323,1,1378,1326,16334,0,664,16028,178
422,422,0,0,-4801,4240,1,1961,-16454,14614,-1363,2323,0,1378,1326,16334,0,664,16028,178
423,423,0,0,-4801,4240,1,1961,-16454,14614,-5612,8015,1,1181,1347,16334,0,664,16028,178
424,424,0,0,-4801,4240,1,1961,-16454,14614,-5612,8015,0,1181,1347,16334,0,664,16028,178
425,425,0,1,-4801,4240,0,1961,-16454,14614,-9764,12788,1,876,1182,16334,-750,664,16343,12a
426,426,0,0,-4801,4240,0,1961,-16454,14614,-9764,12788,0,876,1182,16334,-750,664,16343,12a
427,427,0,0,-4388,-5267,0,1961,-16454,14614,-13614,16095,1,437,817,16334,-750,664,16343,12a
428,428,0,0,-4388,-5267,0,1961,-16454,14614,-13614,16095,0,437,817,16334,-750,664,16343,12a
429,429,0,0,-4388,-5267,0,1961,-16454,14614,-16977,17576,1,-94,296,16334,-11702,864,16795,11b
430,430,0,0,-4388,-5267,0,1961,-16454,14614,-16977,17576,0,-94,296,16334,-11702,864,16795,11b
431,431,0,0,-4388,-5267,0,1961,-16454,14614,-19690,17089,1,-609,-271,16334,-11702,864,16795,11b
432,432,0,0,-4388,-5267,0,1961,-16454,14614,-19690,17089,0,-609,-271,16334,-11702,864,16795,11b
433,433,0,0,-4388,-5267,0,1961,-15230,-16929,-21627,14707,1,-1001,-754,16338,0,864,15947,12c
434,434,0,0,-4388,-5267,0,1961,-15230,-16929,-21627,14707,0,-1001,-754,16338,0,864,15947,12c
435,435,0,0,-4388,-5267,0,1961,-15230,-16929,-22693,10692,1,-1222,-1076,16338,0,864,15947,12c
436,436,0,0,-4388,-5267,0,1961,-15230,-16929,-22693,10692,0,-1222,-1076,16338,0,864,15947,12c
437,437,0,0,-4388,-5267,1,1961,-15230,-16929,-22833,5446,1,-1294,-1230,16338,0,1064,12629,19f
438,438,0,0,-4388,-5267,1,1961,-15230,-16929,-22833,5446,0,-1294,-1230,16338,0,1064,12629,19f
439,439,0,0,-4388,-5267,1,1961,-15230,-16929,-22032,-544,1,-1250,-1234,16338,0,1064,12629,19f
440,440,0,0,-4388,-5267,1,1961,-15230,-16929,-22032,-544,0,-1250,-1234,16338,0,1064,12629,19f
441,441,0,1,-4388,-5267,0,1961,-15230,-16929,-20319,-6769,1,-1099,-1090,16338,3316,1064,6594,096
442,442,0,0,-4388,-5267,0,1961,-15230,-16929,-20319,-6769,0,-1099,-1090,16338,3316,1064,6594,096
443,443,0,0,-4052,-4661,0,1961,-15230,-16929,-17765,-12739,1,-826,-793,16338,3316,1064,6594,096
444,444,0,0,-4052,-4661,0,1961,-15230,-16929,-17765,-12739,0,-826,-793,16338,3316,1064,6594,096
445,445,0,0,-4052,-4661,0,1961,-15230,-16929,-14481,-18026,1,-433,-365,16338,-16080,1248,-1363,113
446,446,0,0,-4052,-4661,0,1961,-15230,-16929,-14481,-18026,0,-433,-365,16338,-16080,1248,-1363,113
447,447,0,0,-4052,-4661,0,1961,-15230,-16929,-10619,-22283,1,26,130,16338,-16080,1248,-1363,113
448,448,0,0,-4052,-4661,0,1961,-15230,-16929,-10619,-22283,0,26,130,16338,-16080,1248,-1363,113
449,449,0,0,-4052,-4661,0,1961,16068,-12289,-6360,-25251,1,467,597,16321,0,1248,-9764,1f4
